settlement_date,participant_id,run_type,energy_amount_aud,fcas_amount_aud,interconnector_residue_aud,total_aud,settlement_status
2025-02-27,ENGIE,FINAL,-116702.4,42143.04,-24520.53,-99079.89,FINAL
2024-09-19,CS_ENERGY,FINAL,1527499.6,23400.28,32369.78,1583269.66,DISPUTED
2025-09-18,CS_ENERGY,FINAL,-131261.88,43097.55,-25968.36,-114132.69,FINAL
2024-08-15,HYDRO_TASMANIA,REVISED,841626.35,6501.29,-2908.09,845219.55,FINAL
2024-10-31,ENGIE,FINAL,200244.95,-48752.92,-9293.22,142198.81,FINAL
2024-07-04,CS_ENERGY,FINAL,1189774.36,15138.41,4797.86,1209710.63,FINAL
2024-07-04,AGL_ENERGY,FINAL,2006718.95,-5971.6,-840.03,1999907.32,FINAL
2023-12-28,ENGIE,REVISED,110542.44,8105.2,-1883.76,116763.88,FINAL
2024-05-23,ENGIE,FINAL,1069236.52,17830.09,-16090.23,1070976.38,FINAL
2024-04-04,ORIGIN,FINAL,-325447.45,26656.89,5538.38,-293252.18,FINAL
2025-07-24,ENERGY_AUSTRALIA,PRELIMINARY,403989.92,99445.41,-23785.56,479649.77,PENDING
2025-01-16,STANWELL,REVISED,-393996.44,27075.76,23532.65,-343388.03,PENDING
2025-05-29,HYDRO_TASMANIA,FINAL,4605519.96,16306.02,-3628.03,4618197.95,FINAL
2024-03-07,GLENCORE,FINAL,1491703.31,21428.48,-6369.69,1506762.1,FINAL
2024-07-18,ENGIE,FINAL,1631955.31,30962.1,-12074.24,1650843.17,FINAL
2025-05-15,SNOWY_HYDRO,FINAL,-165153.89,-23198.47,-13002.04,-201354.4,FINAL
2024-09-26,ORIGIN,PRELIMINARY,644388.33,67088.69,-9190.84,702286.18,PENDING
2024-09-05,GLENCORE,REVISED,1277869.2,131100.23,-23429.77,1385539.66,PENDING
2025-04-17,STANWELL,FINAL,-160582.54,13300.14,-6384.11,-153666.51,FINAL
2024-12-05,WIND_LAB_NS,PRELIMINARY,1582276.44,-44351.41,4448.82,1542373.85,PENDING
2024-01-11,CS_ENERGY,FINAL,102216.54,-18881.01,2689.38,86024.91,FINAL
2024-08-29,NEOEN,REVISED,1499846.29,-21044.9,19130.07,1497931.46,FINAL
2025-03-20,STANWELL,PRELIMINARY,202177.08,-27754.83,-19795.58,154626.67,PENDING
2024-05-02,GLENCORE,FINAL,-319909.72,-18337.49,-5716.07,-343963.28,FINAL
2024-06-20,SNOWY_HYDRO,REVISED,222519.73,27370.88,-8579.51,241311.1,FINAL
2025-06-19,ORIGIN,PRELIMINARY,501933.61,62337.72,10963.49,575234.82,PENDING
2025-08-14,ENGIE,FINAL,-1920396.73,40624.35,23906.75,-1855865.63,FINAL
2025-03-13,GLENCORE,PRELIMINARY,143120.64,23890.96,19068.9,186080.5,PENDING
2025-08-07,HYDRO_TASMANIA,FINAL,489670.08,24094.95,14419.91,528184.94,FINAL
2025-04-17,AGL_ENERGY,REVISED,-458311.6,82238.81,30928.19,-345144.6,FINAL
2025-01-23,ERM_POWER,FINAL,117931.27,13036.84,-16601.89,114366.22,FINAL
2023-12-14,CS_ENERGY,REVISED,903590.27,-44826.58,-33772.24,824991.45,FINAL
2025-10-23,WIND_LAB_NS,FINAL,-173165.6,-16321.77,-5071.29,-194558.66,FINAL
2025-03-27,ENGIE,FINAL,251214.9,57811.5,-4011.23,305015.17,FINAL
2025-09-18,STANWELL,FINAL,-927180.78,-54312.22,-9066.6,-990559.6,FINAL
2024-03-14,ACCIONA,FINAL,498483.3,-27957.08,11766.61,482292.83,PENDING
2023-11-30,ENERGY_AUSTRALIA,REVISED,167887.63,27861.21,10420.75,206169.59,FINAL
2023-11-23,SNOWY_HYDRO,PRELIMINARY,1631625.23,28528.84,-21318.92,1638835.15,PENDING
2025-01-02,ERM_POWER,PRELIMINARY,773765.04,10655.6,-2639.35,781781.29,PENDING
2025-10-16,ERM_POWER,REVISED,-322755.53,13671.82,-8878.73,-317962.44,FINAL
2024-03-21,WIND_LAB_NS,FINAL,4906866.87,16407.92,422.4,4923697.19,FINAL
2025-09-11,AGL_ENERGY,REVISED,305094.66,-24383.73,7112.54,287823.47,PENDING
2024-04-18,SNOWY_HYDRO,FINAL,268012.62,53081.79,6827.56,327921.97,FINAL
2024-04-11,SNOWY_HYDRO,PRELIMINARY,383000.45,-5104.79,12818.11,390713.77,PENDING
2023-12-21,ENERGY_AUSTRALIA,FINAL,234488.09,9430.42,-2580.69,241337.82,FINAL
2025-08-14,ENERGY_AUSTRALIA,FINAL,907289.52,-9837.9,-3819.61,893632.01,FINAL
2024-10-10,AGL_ENERGY,FINAL,-3223259.81,5015.74,-18546.6,-3236790.67,FINAL
2024-07-04,DELTA_ELECTRICITY,FINAL,379949.3,47584.96,3762.7,431296.96,FINAL
2025-01-09,DELTA_ELECTRICITY,FINAL,3603845.37,100501.52,-5848.84,3698498.05,FINAL
2025-05-22,WIND_LAB_NS,FINAL,-66684.88,-7946.07,7268.67,-67362.28,FINAL
2023-12-28,NEOEN,REVISED,231769.93,6969.27,6124.1,244863.3,PENDING
2025-07-10,ERM_POWER,FINAL,157158.8,8802.74,18869.31,184830.85,FINAL
2024-08-22,ENGIE,PRELIMINARY,-1944977.12,12348.55,-8989.65,-1941618.22,PENDING
2024-10-24,NEOEN,FINAL,415782.26,6904.82,-2197.92,420489.16,FINAL
2025-08-21,HYDRO_TASMANIA,PRELIMINARY,203451.88,-7850.01,-17958.64,177643.23,PENDING
2025-05-29,SNOWY_HYDRO,FINAL,-183259.33,94763.51,-24352.46,-112848.28,FINAL
2024-02-08,ENERGY_AUSTRALIA,PRELIMINARY,-532134.22,18567.26,-9472.49,-523039.45,PENDING
2025-02-27,ERM_POWER,FINAL,1767226.89,19378.01,2044.61,1788649.51,DISPUTED
2025-03-20,NEOEN,FINAL,-850222.7,48656.74,12617.9,-788948.06,FINAL
2024-01-18,ERM_POWER,FINAL,-415421.53,61587.72,-1434.31,-355268.12,FINAL
2023-12-14,WIND_LAB_NS,FINAL,547246.24,-7313.72,4118.13,544050.65,FINAL
2025-04-24,ENGIE,FINAL,253859.83,-31933.85,6467.47,228393.45,FINAL
2025-09-04,WIND_LAB_NS,PRELIMINARY,11644543.21,-13394.25,-17224.46,11613924.5,PENDING
2024-03-21,ERM_POWER,FINAL,-600125.81,-8637.59,12099.32,-596664.08,FINAL
2024-12-26,ENERGY_AUSTRALIA,REVISED,83931.62,8319.79,20525.2,112776.61,PENDING
2024-02-22,NEOEN,REVISED,1306690.24,20266.64,-12143.92,1314812.96,FINAL
2025-06-12,NEOEN,FINAL,1197792.55,-85521.76,-15114.53,1097156.26,FINAL
2023-11-16,HYDRO_TASMANIA,FINAL,758161.53,151243.95,1310.21,910715.69,FINAL
2024-12-12,GLENCORE,PRELIMINARY,703689.86,40502.03,-13155.4,731036.49,PENDING
2025-02-13,ENGIE,FINAL,74465.86,15789.2,21792.07,112047.13,FINAL
2025-10-30,ENERGY_AUSTRALIA,PRELIMINARY,1570975.73,39401.1,-4748.19,1605628.64,PENDING
2025-10-02,ACCIONA,FINAL,796552.9,17374.31,11596.08,825523.29,FINAL
2025-07-17,ERM_POWER,FINAL,229837.26,-349022.7,7829.69,-111355.75,FINAL
2025-06-05,DELTA_ELECTRICITY,REVISED,-743508.32,7709.63,-20011.14,-755809.83,FINAL
2024-07-11,ENERGY_AUSTRALIA,FINAL,94881.53,37792.57,7643.27,140317.37,FINAL
2024-04-04,STANWELL,FINAL,931849.62,32232.75,14484.74,978567.11,FINAL
2024-09-19,ACCIONA,PRELIMINARY,-224060.51,-16152.49,-4970.14,-245183.14,PENDING
2023-12-07,DELTA_ELECTRICITY,REVISED,-2566935.19,-46207.37,27486.42,-2585656.14,PENDING
2024-07-25,ORIGIN,PRELIMINARY,-100650.87,10377.04,-1144.8,-91418.63,PENDING
2024-05-23,AGL_ENERGY,REVISED,215283.47,20208.12,22341.4,257832.99,FINAL
2024-06-20,ERM_POWER,FINAL,-2106871.69,5257.5,6822.43,-2094791.76,FINAL
2025-05-22,HYDRO_TASMANIA,REVISED,-1256481.77,-134285.15,-4118.72,-1394885.64,PENDING
2024-10-17,ORIGIN,REVISED,153190.3,28971.47,-16853.85,165307.92,FINAL
2025-03-20,STANWELL,PRELIMINARY,89164.56,21813.76,-10701.12,100277.2,PENDING
2024-05-30,DELTA_ELECTRICITY,FINAL,-812324.08,13835.93,-17414.91,-815903.06,FINAL
2025-03-06,GLENCORE,FINAL,-2325902.0,-126070.98,-11554.58,-2463527.56,FINAL
2025-06-12,ORIGIN,REVISED,122249.47,-20528.33,-14567.76,87153.38,FINAL
2024-10-10,HYDRO_TASMANIA,REVISED,1293701.99,27567.81,7591.88,1328861.68,FINAL
2025-03-06,ENERGY_AUSTRALIA,FINAL,143683.23,12353.49,-11781.34,144255.38,DISPUTED
2024-08-08,AGL_ENERGY,PRELIMINARY,3712258.11,7618.97,7214.62,3727091.7,PENDING
2024-07-04,ACCIONA,FINAL,297980.19,8403.5,1092.65,307476.34,FINAL
2025-07-10,AGL_ENERGY,PRELIMINARY,2548426.64,69998.73,1625.66,2620051.03,PENDING
2024-12-12,DELTA_ELECTRICITY,FINAL,19033.28,18446.91,-10804.31,26675.88,FINAL
2025-10-09,HYDRO_TASMANIA,FINAL,285893.42,99259.69,-6023.24,379129.87,FINAL
2024-11-07,HYDRO_TASMANIA,REVISED,-371112.49,12264.97,22025.71,-336821.81,FINAL
2024-05-23,CS_ENERGY,FINAL,33789.94,-68300.18,22302.92,-12207.32,FINAL
2024-12-05,WIND_LAB_NS,PRELIMINARY,1055977.19,-17204.43,-406.2,1038366.56,PENDING
2023-11-30,CS_ENERGY,FINAL,2906895.48,-26874.21,8315.29,2888336.56,FINAL
2025-03-06,SNOWY_HYDRO,FINAL,223044.43,39829.41,-6484.73,256389.11,FINAL
2025-04-03,WIND_LAB_NS,FINAL,-19554.83,61401.97,-8289.21,33557.93,FINAL
2025-05-15,ERM_POWER,REVISED,-1603643.04,8409.12,18668.78,-1576565.14,FINAL
2025-02-27,ORIGIN,FINAL,5167352.94,-14441.47,12837.6,5165749.07,FINAL
2025-03-20,AGL_ENERGY,PRELIMINARY,-89804.36,20407.48,12640.75,-56756.13,PENDING
2024-11-14,AGL_ENERGY,FINAL,-3864210.14,80354.12,1333.45,-3782522.57,FINAL
2024-09-19,SNOWY_HYDRO,FINAL,1659031.58,-33600.0,-4564.83,1620866.75,FINAL
2024-05-02,GLENCORE,PRELIMINARY,144039.34,15004.36,-13181.07,145862.63,PENDING
2024-08-29,WIND_LAB_NS,REVISED,1720894.38,-16050.92,8962.27,1713805.73,FINAL
2023-11-16,STANWELL,FINAL,360525.16,15927.16,13905.15,390357.47,FINAL
2025-05-15,ENERGY_AUSTRALIA,FINAL,110003.6,75493.2,-13850.98,171645.82,FINAL
2024-10-31,ACCIONA,FINAL,181237.67,15080.74,25945.66,222264.07,FINAL
2024-06-20,GLENCORE,REVISED,-2301640.44,-131269.53,-8600.8,-2441510.77,FINAL
2025-02-06,ENGIE,FINAL,110569.37,-70330.51,2591.32,42830.18,FINAL
2025-01-16,NEOEN,FINAL,359065.76,14849.9,8474.32,382389.98,FINAL
2025-05-29,ACCIONA,FINAL,-366633.44,4854.68,-3289.32,-365068.08,FINAL
2024-12-26,ORIGIN,REVISED,103976.96,4467.67,17079.25,125523.88,PENDING
2024-01-18,SNOWY_HYDRO,REVISED,115715.63,-6432.31,7502.28,116785.6,FINAL
2024-05-30,HYDRO_TASMANIA,FINAL,5896150.49,-38052.16,11231.66,5869329.99,FINAL
2024-04-25,ERM_POWER,FINAL,-547189.27,13372.06,-11818.71,-545635.92,FINAL
2024-08-29,HYDRO_TASMANIA,FINAL,-1151818.23,24533.12,676.76,-1126608.35,FINAL
2025-01-16,ERM_POWER,REVISED,320663.96,37284.14,-22190.36,335757.74,FINAL
2025-08-21,STANWELL,FINAL,1591569.77,36030.76,-4050.39,1623550.14,FINAL
2025-11-13,CS_ENERGY,REVISED,2216293.35,-133107.92,10871.66,2094057.09,FINAL
2024-12-12,NEOEN,PRELIMINARY,-126693.85,35927.19,5014.47,-85752.19,PENDING
2024-09-26,ENGIE,FINAL,-73448.76,-30722.74,-13591.98,-117763.48,FINAL
2024-08-08,STANWELL,FINAL,1745602.93,7188.14,2167.96,1754959.03,DISPUTED
2025-08-28,ENERGY_AUSTRALIA,FINAL,539951.74,22263.39,-8598.93,553616.2,FINAL
2025-09-25,ENERGY_AUSTRALIA,FINAL,181787.77,18912.79,8942.51,209643.07,FINAL
2024-12-19,SNOWY_HYDRO,REVISED,310639.88,-6308.19,-8302.06,296029.63,FINAL
2024-05-30,ENGIE,REVISED,282761.46,19437.86,-10966.63,291232.69,FINAL
2025-09-04,CS_ENERGY,FINAL,895283.74,23425.21,18879.49,937588.44,FINAL
2025-05-29,ERM_POWER,PRELIMINARY,142363.96,80848.31,19054.25,242266.52,PENDING
2025-04-24,CS_ENERGY,PRELIMINARY,455714.6,58093.87,-6468.11,507340.36,PENDING
2025-01-23,AGL_ENERGY,FINAL,165879.77,27298.09,7391.55,200569.41,FINAL
2025-07-17,ERM_POWER,REVISED,840298.42,31228.24,-25967.37,845559.29,FINAL
2024-01-18,ACCIONA,REVISED,240872.79,5643.64,-10320.55,236195.88,PENDING
2025-01-02,SNOWY_HYDRO,REVISED,442813.51,14366.59,38176.96,495357.06,FINAL
2025-08-28,ENGIE,FINAL,847681.06,18639.69,-23641.12,842679.63,FINAL
2025-04-17,ACCIONA,PRELIMINARY,350653.19,25830.63,-15501.67,360982.15,PENDING
2025-10-23,ENGIE,REVISED,528140.58,19911.75,-5605.03,542447.3,FINAL
2024-08-29,ENERGY_AUSTRALIA,PRELIMINARY,-381936.61,21908.36,6773.38,-353254.87,PENDING
2024-04-04,NEOEN,PRELIMINARY,318585.24,4488.75,14368.11,337442.1,PENDING
2024-11-07,CS_ENERGY,FINAL,-1643301.47,23053.09,16066.52,-1604181.86,FINAL
2024-04-18,CS_ENERGY,FINAL,178304.35,11746.16,19490.68,209541.19,FINAL
2023-11-16,ACCIONA,FINAL,689051.61,-17778.26,27192.46,698465.81,FINAL
2025-10-30,AGL_ENERGY,REVISED,1755679.56,-8530.28,-2191.56,1744957.72,FINAL
2025-09-04,ERM_POWER,REVISED,-268441.35,5727.64,-3001.37,-265715.08,FINAL
2024-11-21,GLENCORE,REVISED,112071.97,21718.87,-3044.39,130746.45,FINAL
2023-11-23,AGL_ENERGY,PRELIMINARY,851066.71,7000.05,-9953.34,848113.42,PENDING
2025-08-21,NEOEN,FINAL,223623.66,1985.42,1427.48,227036.56,FINAL
2023-11-30,STANWELL,REVISED,222073.56,99564.45,7340.91,328978.92,FINAL
2024-05-02,GLENCORE,FINAL,343101.65,6881.88,-9179.03,340804.5,FINAL
2025-04-03,AGL_ENERGY,FINAL,547746.67,67721.49,-11375.25,604092.91,FINAL
2025-02-27,ERM_POWER,REVISED,-222743.94,33388.08,17401.0,-171954.86,PENDING
2025-05-29,WIND_LAB_NS,REVISED,107606.51,57646.62,-6321.73,158931.4,PENDING
2024-07-11,CS_ENERGY,REVISED,-397395.34,-144654.22,-11906.93,-553956.49,FINAL
2023-12-21,NEOEN,FINAL,340011.7,15664.68,-23076.04,332600.34,FINAL
2024-11-07,GLENCORE,FINAL,303637.45,31649.97,-16302.52,318984.9,FINAL
2025-10-16,WIND_LAB_NS,PRELIMINARY,701498.25,10958.33,-11819.7,700636.88,PENDING
2025-05-15,ENGIE,FINAL,827510.78,6898.17,-2509.77,831899.18,FINAL
2025-10-02,ENERGY_AUSTRALIA,REVISED,-1632334.06,2338.23,9089.29,-1620906.54,FINAL
2024-09-05,SNOWY_HYDRO,REVISED,357263.92,4292.26,5896.67,367452.85,FINAL
2023-12-07,CS_ENERGY,FINAL,546161.07,51519.0,-22372.12,575307.95,FINAL
2024-07-25,DELTA_ELECTRICITY,FINAL,110713.36,-18380.83,-3121.95,89210.58,FINAL
2024-08-29,ENERGY_AUSTRALIA,PRELIMINARY,-778855.52,-2837.01,11856.77,-769835.76,PENDING
2025-03-06,SNOWY_HYDRO,REVISED,462115.65,17393.34,8500.07,488009.06,DISPUTED
2024-07-25,STANWELL,FINAL,428494.04,-161754.05,-4004.29,262735.7,FINAL
2025-05-01,AGL_ENERGY,PRELIMINARY,604396.27,-21907.48,-15119.55,567369.24,PENDING
2025-06-26,ENERGY_AUSTRALIA,FINAL,-2192812.98,16224.51,-18273.82,-2194862.29,FINAL
2025-10-09,ERM_POWER,REVISED,-78368.22,-51003.75,23598.31,-105773.66,FINAL
2025-01-02,ERM_POWER,REVISED,-1061255.48,-38681.42,-3743.52,-1103680.42,FINAL
2025-03-27,STANWELL,FINAL,139135.63,36155.0,13412.45,188703.08,FINAL
2025-04-17,DELTA_ELECTRICITY,REVISED,552628.83,30882.3,-26463.85,557047.28,PENDING
2024-08-22,ORIGIN,FINAL,-313439.98,23087.99,16276.33,-274075.66,FINAL
2025-05-15,ORIGIN,FINAL,151722.22,65876.09,-5408.44,212189.87,FINAL
2025-06-05,AGL_ENERGY,REVISED,2470620.06,10816.09,6062.31,2487498.46,FINAL
2024-08-15,CS_ENERGY,FINAL,-302648.98,-258687.68,-18640.97,-579977.63,FINAL
2024-03-21,CS_ENERGY,FINAL,56868.23,17603.46,4592.89,79064.58,FINAL
2025-10-23,GLENCORE,FINAL,160504.27,30275.93,5893.76,196673.96,FINAL
2025-04-10,ERM_POWER,REVISED,683179.12,-8340.2,310.83,675149.75,PENDING
2024-06-06,ERM_POWER,FINAL,647486.22,-18153.84,-19061.59,610270.79,FINAL
2024-05-23,NEOEN,PRELIMINARY,-1906088.13,-12854.36,20037.16,-1898905.33,PENDING
2024-06-13,GLENCORE,FINAL,-13972542.6,-4744.62,-21137.36,-13998424.58,FINAL
2023-12-14,ACCIONA,FINAL,160959.76,-39241.74,1216.85,122934.87,FINAL
2025-03-27,ORIGIN,REVISED,215900.61,37276.45,41963.73,295140.79,PENDING
2024-07-25,GLENCORE,FINAL,929674.62,50035.14,-22125.79,957583.97,FINAL
2024-02-29,ERM_POWER,FINAL,38360.4,-43602.1,-3219.61,-8461.31,FINAL
2025-08-28,SNOWY_HYDRO,FINAL,-5187453.83,23969.63,-24561.39,-5188045.59,FINAL
2025-04-03,GLENCORE,PRELIMINARY,328795.03,1590.97,-1562.52,328823.48,PENDING
2024-05-02,CS_ENERGY,REVISED,567659.26,14414.71,16914.78,598988.75,FINAL
2024-12-12,HYDRO_TASMANIA,REVISED,514480.95,8144.04,17269.12,539894.11,FINAL
2024-01-11,CS_ENERGY,REVISED,-643757.97,-20514.75,-29353.12,-693625.84,FINAL
2025-04-10,CS_ENERGY,FINAL,1265055.58,24613.96,-19012.91,1270656.63,FINAL
2024-09-12,AGL_ENERGY,FINAL,1608385.04,18029.26,17036.02,1643450.32,FINAL
2024-02-22,AGL_ENERGY,FINAL,499690.5,40606.07,-17925.79,522370.78,FINAL
2023-11-30,ACCIONA,FINAL,-62961.58,69234.84,-25489.94,-19216.68,FINAL
2025-08-07,ORIGIN,FINAL,939514.3,14029.86,17709.18,971253.34,FINAL
2024-04-11,DELTA_ELECTRICITY,REVISED,708773.91,38685.7,16066.43,763526.04,FINAL
2025-07-03,ENGIE,FINAL,292157.69,33727.4,17881.91,343767.0,FINAL
2024-10-10,GLENCORE,FINAL,93818.63,6643.64,11889.05,112351.32,FINAL
2024-03-07,ACCIONA,FINAL,-3409589.21,5668.1,-8447.16,-3412368.27,FINAL
2024-01-18,ERM_POWER,FINAL,107384.43,2708.3,-9931.55,100161.18,FINAL
2024-08-08,ACCIONA,FINAL,446282.38,9837.29,19396.3,475515.97,FINAL
2025-01-02,AGL_ENERGY,FINAL,-128092.99,32147.12,-3763.81,-99709.68,FINAL
2024-07-04,STANWELL,FINAL,-642826.52,-46675.22,-5151.35,-694653.09,FINAL
2025-09-25,GLENCORE,REVISED,-1092973.76,93829.59,11813.9,-987330.27,PENDING
2025-08-21,SNOWY_HYDRO,FINAL,339011.09,8936.82,-5906.52,342041.39,FINAL
2025-03-06,ORIGIN,FINAL,2553989.97,23572.49,-2407.65,2575154.81,FINAL
2024-01-25,CS_ENERGY,FINAL,670712.47,33764.06,-20307.26,684169.27,FINAL
2023-11-30,HYDRO_TASMANIA,FINAL,2003155.1,-89413.8,-4280.64,1909460.66,FINAL
2024-12-12,ERM_POWER,FINAL,285704.74,-39239.0,-5432.04,241033.7,FINAL
2024-11-28,NEOEN,FINAL,1208714.08,44433.86,561.18,1253709.12,FINAL
2025-06-26,STANWELL,FINAL,868617.37,96397.84,31711.67,996726.88,FINAL
2025-01-02,HYDRO_TASMANIA,PRELIMINARY,-1472176.0,1660.76,9202.91,-1461312.33,PENDING
2024-05-02,ENERGY_AUSTRALIA,FINAL,71243.4,36882.28,16383.32,124509.0,FINAL
2024-06-13,WIND_LAB_NS,FINAL,4570514.57,-47673.66,-10542.57,4512298.34,FINAL
2025-01-09,CS_ENERGY,PRELIMINARY,-856214.36,11549.03,-15466.58,-860131.91,PENDING
2024-02-29,SNOWY_HYDRO,FINAL,176544.77,10301.67,11629.19,198475.63,FINAL
2024-08-29,GLENCORE,FINAL,400488.49,9311.71,-1967.36,407832.84,FINAL
2024-08-29,AGL_ENERGY,FINAL,907184.28,5571.35,-19753.67,893001.96,FINAL
2024-01-11,STANWELL,FINAL,-60685.79,12155.97,-5935.74,-54465.56,FINAL
2025-09-18,NEOEN,PRELIMINARY,280097.56,-54787.59,-27609.04,197700.93,PENDING
2025-07-24,STANWELL,FINAL,71296.2,-104197.36,2614.15,-30287.01,FINAL
2024-06-13,WIND_LAB_NS,FINAL,-390409.95,67732.57,-17119.97,-339797.35,FINAL
2025-09-18,GLENCORE,FINAL,294239.31,20525.08,26079.28,340843.67,FINAL
2024-06-20,ORIGIN,FINAL,-131517.92,68661.83,-18062.65,-80918.74,FINAL
2025-01-23,ENGIE,REVISED,1183560.93,124151.84,1743.72,1309456.49,PENDING
2024-08-01,SNOWY_HYDRO,REVISED,246518.13,45035.36,12789.29,304342.78,FINAL
2025-02-13,SNOWY_HYDRO,FINAL,738409.12,22032.87,-7091.47,753350.52,FINAL
2025-03-13,ENGIE,FINAL,-1474725.91,46293.75,10941.32,-1417490.84,FINAL
2024-09-12,SNOWY_HYDRO,REVISED,2552020.67,67172.47,135.32,2619328.46,FINAL
2024-06-27,ORIGIN,FINAL,422626.5,28994.6,13771.24,465392.34,FINAL
2024-02-15,ENGIE,FINAL,365911.51,37947.17,-11782.22,392076.46,FINAL
2024-05-16,STANWELL,FINAL,-1901447.38,14946.75,-15515.17,-1902015.8,FINAL
2024-07-04,AGL_ENERGY,FINAL,-350618.17,77173.95,-14472.88,-287917.1,FINAL
2025-03-27,ACCIONA,PRELIMINARY,165705.8,-27240.88,-518.12,137946.8,PENDING
2023-11-23,CS_ENERGY,PRELIMINARY,110809.67,19162.98,2201.4,132174.05,PENDING
2024-03-14,GLENCORE,FINAL,148052.17,29912.04,37917.32,215881.53,FINAL
2024-12-26,ORIGIN,FINAL,9683195.21,6596.54,3905.47,9693697.22,FINAL
2023-11-30,ENGIE,FINAL,-56430.29,4670.35,448.34,-51311.6,FINAL
2024-07-04,HYDRO_TASMANIA,FINAL,-400068.29,58791.61,26788.63,-314488.05,FINAL
2024-04-18,ACCIONA,FINAL,-3395413.96,17720.27,4781.76,-3372911.93,FINAL
2024-08-22,WIND_LAB_NS,FINAL,1082915.01,-46666.45,-2877.08,1033371.48,FINAL
2025-10-02,STANWELL,FINAL,-801218.16,-72115.55,21664.17,-851669.54,FINAL
2024-02-29,ERM_POWER,REVISED,58643.98,2830.49,2912.5,64386.97,FINAL
2025-03-27,ORIGIN,FINAL,-190674.42,20060.57,-11238.99,-181852.84,FINAL
2025-10-02,GLENCORE,PRELIMINARY,283655.29,-4420.88,21231.49,300465.9,PENDING
2025-04-24,ACCIONA,FINAL,-2377078.59,31232.64,2698.0,-2343147.95,FINAL
2025-01-09,ERM_POWER,FINAL,136783.55,-33879.17,-5930.1,96974.28,FINAL
2024-05-23,NEOEN,REVISED,369852.05,5724.38,-2297.94,373278.49,FINAL
2024-02-08,SNOWY_HYDRO,FINAL,1600121.84,38078.28,22539.63,1660739.75,FINAL
2024-09-19,SNOWY_HYDRO,FINAL,522113.74,56247.06,5183.87,583544.67,DISPUTED
2024-04-25,ACCIONA,PRELIMINARY,1343803.87,12821.09,22188.22,1378813.18,PENDING
2025-10-16,ENERGY_AUSTRALIA,FINAL,-1827406.81,41640.62,25096.76,-1760669.43,FINAL
2024-04-11,GLENCORE,FINAL,-621622.15,77643.76,13441.93,-530536.46,FINAL
2024-09-26,ERM_POWER,FINAL,163997.01,13992.77,1758.92,179748.7,FINAL
2024-01-04,HYDRO_TASMANIA,FINAL,4083329.53,29463.15,3711.24,4116503.92,FINAL
2024-05-23,ENERGY_AUSTRALIA,REVISED,-2256961.6,-34150.11,22721.31,-2268390.4,FINAL
2025-06-12,ORIGIN,PRELIMINARY,1896400.86,56738.25,-750.46,1952388.65,PENDING
2024-02-08,DELTA_ELECTRICITY,FINAL,122409.86,21011.12,1052.16,144473.14,FINAL
2025-01-02,AGL_ENERGY,FINAL,-1101336.68,84849.64,5646.78,-1010840.26,FINAL
2024-10-24,CS_ENERGY,FINAL,855263.29,-117513.27,3109.11,740859.13,FINAL
2024-10-10,ORIGIN,FINAL,-243712.35,-49286.53,-9886.06,-302884.94,FINAL
2023-11-23,CS_ENERGY,FINAL,791258.26,-11296.37,20348.35,800310.24,FINAL
2024-02-08,ORIGIN,FINAL,1786737.2,16025.01,-9493.0,1793269.21,FINAL
2024-10-17,ACCIONA,FINAL,124958.36,-7958.03,2423.54,119423.87,FINAL
2023-11-23,ENERGY_AUSTRALIA,FINAL,122795.12,-9722.52,-17019.43,96053.17,FINAL
2024-03-28,WIND_LAB_NS,PRELIMINARY,1398989.03,-4985.1,39794.7,1433798.63,PENDING
2024-10-31,WIND_LAB_NS,FINAL,454048.43,3308.88,1221.49,458578.8,FINAL
2025-03-13,ENGIE,PRELIMINARY,281063.17,3828.72,-20408.7,264483.19,PENDING
2025-05-08,STANWELL,PRELIMINARY,6764856.34,-8640.19,-7881.94,6748334.21,PENDING
2024-03-14,STANWELL,FINAL,1048074.1,5173.42,2472.18,1055719.7,FINAL
2025-01-02,SNOWY_HYDRO,FINAL,172680.63,12929.49,-21561.71,164048.41,FINAL
2024-04-11,ENERGY_AUSTRALIA,PRELIMINARY,820506.93,29877.05,7859.92,858243.9,PENDING
2025-04-03,AGL_ENERGY,FINAL,247478.22,20907.0,8379.25,276764.47,FINAL
2025-01-30,ENERGY_AUSTRALIA,REVISED,185458.83,12388.23,-3971.31,193875.75,FINAL
2025-08-07,WIND_LAB_NS,REVISED,12116363.36,34125.91,-33752.23,12116737.04,DISPUTED
2024-02-22,ENGIE,REVISED,-122758.2,7879.23,10244.45,-104634.52,FINAL
2023-11-16,ERM_POWER,REVISED,1833639.06,9783.99,1339.17,1844762.22,DISPUTED
2024-03-21,GLENCORE,REVISED,501608.58,-94933.8,20980.08,427654.86,PENDING
2024-03-21,ORIGIN,FINAL,340096.05,33508.16,1312.07,374916.28,FINAL
2025-04-24,CS_ENERGY,FINAL,2484467.81,15649.65,-9313.72,2490803.74,FINAL
2024-08-15,HYDRO_TASMANIA,FINAL,-211168.52,4979.45,2625.48,-203563.59,FINAL
2024-10-17,ENGIE,PRELIMINARY,135104.07,14658.92,15006.19,164769.18,PENDING
2025-06-12,DELTA_ELECTRICITY,REVISED,283451.24,-14530.76,-7.96,268912.52,FINAL
2024-01-25,DELTA_ELECTRICITY,FINAL,-201996.5,75398.5,-18658.22,-145256.22,DISPUTED
