constraint_id,constraint_type,activated_datetime,deactivated_datetime,reason,rhs_value,region_affected,interconnector
V^HYTS_MLTS_N,thermal,2025-08-22 17:33:28,2025-08-23 01:55:00,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,939.9,NSW1,True
V_XEMPT_MAIN+ML,stability,2025-03-23 23:01:50,2025-03-24 00:12:47,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,480.6,SA1,False
NSW_VIC_LOCAT_1,voltage,2024-11-26 06:12:01,2024-11-26 22:34:15,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1472.7,SA1,False
V^GUNNQ_MUGG_E,stability,2025-06-25 00:36:54,2025-06-25 02:17:02,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1508.9,QLD1,False
S_RADIAL_SA_1,stability,2025-03-11 17:03:25,2025-03-11 20:17:28,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,322.1,SA1,False
V^MLTS1-HYTS_E,thermal,2024-12-21 15:50:16,2024-12-22 12:07:45,Radial supply security constraint — South Australia import capacity limit reached.,816.9,TAS1,False
N_X_HYTS_GUN_1,voltage,2025-06-26 18:43:20,2025-06-26 21:25:27,Overload protection — Moorabool substation transformer loading above summer rating.,1164.7,QLD1,False
F_MAIN+ML_MR_0600,thermal,2025-01-22 02:48:55,2025-01-22 03:29:03,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1277.8,VIC1,False
F_I+LREG+ML_RREG_0600,voltage,2025-09-01 06:38:57,2025-09-01 12:52:09,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1152.6,TAS1,False
N^^Q_NIL_1,stability,2024-12-29 15:28:39,2024-12-30 02:33:28,Frequency control constraint — insufficient inertia from synchronous generation online.,1316.1,VIC1,False
Q_PQ_NIL_RADL_1,voltage,2024-12-20 09:24:19,2024-12-20 10:41:38,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,522.7,NSW1,False
V^GUNNQ_MUGG_E,thermal,2025-08-30 04:57:34,2025-08-30 10:56:43,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1459.5,QLD1,False
N_X_HYTS_GUN_1,thermal,2025-08-07 14:03:06,2025-08-09 15:40:59,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1081.3,SA1,False
Q_PQ_NIL_RADL_1,thermal,2025-09-18 12:26:50,2025-09-18 14:08:36,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1370.6,VIC1,False
V^GUNNQ_MUGG_E,voltage,2025-07-05 00:57:49,2025-07-05 05:28:51,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1661.4,NSW1,False
N^^Q_NIL_1,thermal,2025-06-10 15:07:32,2025-06-10 18:55:09,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1251.1,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-08-16 09:49:30,2025-08-16 10:49:30,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1304.4,VIC1,False
V_XEMPT_MAIN+ML,voltage,2024-12-18 06:05:59,2024-12-18 07:21:31,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,160.5,NSW1,False
F_I+LREG+ML_RREG_0600,voltage,2025-08-27 11:40:13,2025-08-27 21:31:01,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1515.6,NSW1,False
V^HYTS_MLTS_N,stability,2025-07-17 16:40:29,2025-07-17 22:18:53,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1189.9,SA1,False
S_RADIAL_SA_1,stability,2025-06-11 04:45:46,2025-06-11 05:09:20,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,414.0,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-04-17 17:47:47,2025-04-17 18:11:54,Overload protection — Moorabool substation transformer loading above summer rating.,1449.6,NSW1,True
F_I+LREG+ML_RREG_0600,voltage,2025-06-07 20:18:21,2025-06-07 20:27:30,Overload protection — Moorabool substation transformer loading above summer rating.,1341.1,VIC1,False
V_XEMPT_MAIN+ML,voltage,2025-05-05 20:28:57,2025-05-05 22:49:38,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1569.8,QLD1,False
F_MAIN+ML_MR_0600,voltage,2024-12-03 05:19:03,2024-12-04 01:21:13,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,255.5,TAS1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-07-15 09:32:45,2025-07-15 19:53:15,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1157.8,TAS1,False
N^^Q_NIL_1,stability,2025-10-03 08:11:14,2025-10-03 17:59:53,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1010.8,VIC1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-08-02 08:36:24,2025-08-02 09:57:46,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,404.5,QLD1,False
V^MLTS1-HYTS_E,stability,2025-04-11 04:36:13,2025-04-12 14:42:26,Overload protection — Moorabool substation transformer loading above summer rating.,1575.2,TAS1,False
S^NIL_PEAK_1530_3,stability,2025-03-15 09:32:19,2025-03-15 12:17:50,Frequency control constraint — insufficient inertia from synchronous generation online.,564.7,VIC1,False
S_RADIAL_SA_1,thermal,2025-09-18 06:50:59,2025-09-18 08:40:15,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,612.1,NSW1,True
V^GUNNQ_MUGG_E,voltage,2025-02-01 16:57:29,2025-02-01 22:15:45,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,974.6,NSW1,False
N_X_HYTS_GUN_1,stability,2025-06-30 20:21:27,2025-07-02 14:20:06,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,131.8,VIC1,False
F_I+LREG+ML_RREG_0600,voltage,2025-07-09 01:34:06,2025-07-09 23:52:52,Overload protection — Moorabool substation transformer loading above summer rating.,1471.1,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2025-06-30 16:55:55,2025-06-30 18:26:58,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,830.1,NSW1,False
N_X_HYTS_GUN_1,thermal,2025-09-17 06:27:10,2025-09-17 10:39:32,Overload protection — Moorabool substation transformer loading above summer rating.,1421.3,VIC1,True
Q_PQ_NIL_RADL_1,stability,2024-12-13 09:56:40,2024-12-13 21:12:51,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,55.0,NSW1,False
V_XEMPT_MAIN+ML,thermal,2024-12-14 05:06:52,2024-12-14 06:29:44,Radial supply security constraint — South Australia import capacity limit reached.,463.3,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2024-12-29 10:59:51,2024-12-30 06:40:03,Basslink thermal constraint — sustained high power flow activating wet-end protection.,60.8,NSW1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-05-08 22:56:48,2025-05-08 23:34:04,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,529.6,TAS1,False
N_X_HYTS_GUN_1,stability,2025-08-08 11:54:09,2025-08-08 14:00:09,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,432.3,SA1,False
S_RADIAL_SA_1,stability,2025-05-14 23:30:15,2025-05-14 23:44:34,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1671.2,SA1,False
V_XEMPT_MAIN+ML,thermal,2025-01-26 07:47:19,2025-01-28 02:43:33,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,686.1,QLD1,False
V^GUNNQ_MUGG_E,stability,2025-01-17 08:38:35,2025-01-17 09:12:51,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,105.6,NSW1,False
V^HYTS_MLTS_N,voltage,2025-06-07 17:19:15,2025-06-07 20:58:52,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1555.4,SA1,False
V^HYTS_MLTS_N,voltage,2024-12-22 04:17:45,2024-12-22 04:53:20,Basslink thermal constraint — sustained high power flow activating wet-end protection.,412.9,NSW1,False
N_X_HYTS_GUN_1,stability,2025-02-14 22:47:30,2025-02-15 06:22:15,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,272.4,SA1,False
F_I+LREG+ML_RREG_0600,thermal,2025-03-15 03:23:19,2025-03-15 04:41:09,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,73.9,QLD1,True
N^^Q_NIL_1,stability,2025-02-17 07:28:38,2025-02-17 10:28:56,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,241.2,TAS1,False
N_X_HYTS_GUN_1,thermal,2025-02-15 18:14:20,2025-02-15 20:42:10,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1744.7,SA1,False
V^MLTS1-HYTS_E,thermal,2025-04-27 11:58:37,2025-04-27 15:21:26,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,412.3,SA1,False
Q^^Q_NIL_PEAK_1530,thermal,2025-06-14 01:55:07,2025-06-14 12:36:21,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,703.7,TAS1,False
V^GUNNQ_MUGG_E,voltage,2025-10-27 23:08:28,2025-10-28 06:22:36,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1387.9,QLD1,False
V_XEMPT_MAIN+ML,thermal,2025-10-21 21:50:34,2025-10-21 23:48:35,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1353.4,TAS1,False
F_I+LREG+ML_RREG_0600,voltage,2024-12-30 05:13:08,2024-12-30 12:14:50,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,222.9,QLD1,False
V^MLTS1-HYTS_E,voltage,2025-01-13 05:24:48,2025-01-13 12:05:40,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1796.3,QLD1,False
Q_PQ_NIL_RADL_1,thermal,2025-08-24 00:58:12,2025-08-24 02:16:39,Radial supply security constraint — South Australia import capacity limit reached.,1177.6,TAS1,True
Q^^Q_NIL_PEAK_1530,stability,2025-09-05 01:01:27,2025-09-05 02:04:36,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1337.9,NSW1,False
NSW_VIC_LOCAT_1,voltage,2025-09-10 20:25:50,2025-09-11 00:45:42,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1516.0,VIC1,False
S^NIL_PEAK_1530_3,stability,2024-11-24 05:04:49,2024-11-24 16:55:49,Frequency control constraint — insufficient inertia from synchronous generation online.,911.8,NSW1,False
NSW_VIC_LOCAT_1,thermal,2025-09-24 11:52:24,2025-09-24 21:27:26,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,334.7,SA1,True
V^GUNNQ_MUGG_E,voltage,2025-07-24 18:57:40,2025-07-25 17:37:42,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1742.7,SA1,False
NSW_VIC_LOCAT_1,stability,2024-11-29 15:14:20,2024-11-30 00:27:10,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1687.0,TAS1,False
V^MLTS1-HYTS_E,thermal,2025-04-28 05:20:36,2025-04-28 09:20:59,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,607.2,QLD1,False
V^MLTS1-HYTS_E,thermal,2025-02-03 01:43:32,2025-02-03 21:58:41,Radial supply security constraint — South Australia import capacity limit reached.,898.7,TAS1,False
N_X_HYTS_GUN_1,stability,2024-12-07 14:44:41,2024-12-07 17:30:07,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,917.7,NSW1,False
Q_PQ_NIL_RADL_1,stability,2025-01-27 02:50:45,2025-01-28 08:27:45,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1552.8,QLD1,False
N_X_HYTS_GUN_1,thermal,2025-07-17 05:41:07,2025-07-17 06:58:37,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1264.7,VIC1,True
NSW_VIC_LOCAT_1,stability,2025-07-17 11:20:31,2025-07-18 07:38:23,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1445.3,NSW1,False
S^NIL_PEAK_1530_3,thermal,2025-02-04 17:01:48,2025-02-04 20:04:36,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,461.9,TAS1,False
V^GUNNQ_MUGG_E,stability,2025-03-09 21:42:16,2025-03-10 03:47:28,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1457.3,TAS1,False
V_XEMPT_MAIN+ML,thermal,2025-04-24 19:40:23,2025-04-25 18:20:38,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1017.7,NSW1,False
F_MAIN+ML_MR_0600,voltage,2025-10-28 12:31:17,2025-10-28 17:07:56,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,254.7,VIC1,False
V^GUNNQ_MUGG_E,stability,2025-08-19 02:52:35,2025-08-19 03:31:05,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1553.1,VIC1,False
V^HYTS_MLTS_N,stability,2025-04-19 12:52:19,2025-04-19 14:06:42,Overload protection — Moorabool substation transformer loading above summer rating.,1607.8,NSW1,False
F_I+LREG+ML_RREG_0600,stability,2025-05-12 11:41:14,2025-05-14 14:46:18,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1049.0,QLD1,False
V^MLTS1-HYTS_E,voltage,2025-06-26 07:43:59,2025-06-26 08:25:07,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,736.8,VIC1,False
V_XEMPT_MAIN+ML,voltage,2025-11-12 20:43:48,2025-11-12 22:18:37,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,680.6,VIC1,False
V^GUNNQ_MUGG_E,voltage,2025-05-15 06:18:46,2025-05-15 08:00:23,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1232.3,TAS1,False
S^NIL_PEAK_1530_3,thermal,2025-09-25 09:19:51,2025-09-25 14:05:42,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,122.0,VIC1,False
NSW_VIC_LOCAT_1,voltage,2025-07-18 21:48:08,2025-07-19 01:49:55,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,169.2,VIC1,False
F_MAIN+ML_MR_0600,voltage,2025-10-15 13:58:43,2025-10-16 00:30:06,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1488.9,TAS1,False
F_MAIN+ML_MR_0600,voltage,2025-01-17 02:11:55,2025-01-17 07:27:26,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,597.0,TAS1,False
V^HYTS_MLTS_N,voltage,2025-10-16 04:47:58,2025-10-16 11:38:42,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,72.3,SA1,False
V^MLTS1-HYTS_E,voltage,2025-01-20 21:09:49,2025-01-20 21:21:30,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1311.6,QLD1,False
Q^^Q_NIL_PEAK_1530,voltage,2024-12-05 21:39:54,2024-12-05 23:03:52,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1537.4,VIC1,False
NSW_VIC_LOCAT_1,voltage,2025-09-01 15:31:19,2025-09-01 17:28:08,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,609.3,VIC1,False
NSW_VIC_LOCAT_1,thermal,2025-03-22 01:06:51,2025-03-22 02:33:56,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,941.8,SA1,False
N_X_HYTS_GUN_1,thermal,2025-03-19 08:10:11,2025-03-19 11:02:44,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,1359.6,TAS1,True
Q_PQ_NIL_RADL_1,voltage,2025-10-08 04:32:37,2025-10-08 10:02:13,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1464.7,TAS1,False
S^NIL_PEAK_1530_3,thermal,2025-02-25 01:07:32,2025-02-25 03:05:58,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1323.3,TAS1,True
V^GUNNQ_MUGG_E,voltage,2025-02-18 18:45:23,2025-02-18 19:40:46,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,757.4,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2025-07-03 06:11:40,2025-07-04 01:52:22,Frequency control constraint — insufficient inertia from synchronous generation online.,688.3,NSW1,False
F_MAIN+ML_MR_0600,stability,2025-03-04 06:01:33,2025-03-04 20:29:26,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1391.4,VIC1,False
