notice_id,notice_type,issue_time,reason,effective_date,region_id,intervention
353,MARKET NOTICE,2025-03-12 15:47:41,"MARKET PRICE CAP DECLARATION — VIC1: The Regional Reference Price for VIC1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 15:47 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-03-12 16:07:41,,False
354,MARKET NOTICE,2024-12-27 00:55:59,CONSTRAINT ACTIVATION NOTICE: Constraint set Q_PQ_NIL_RADL_1 has been activated from 00:55 AEST. The constraint applies to QLD1. RHS value: 847 MW. Reason: maintenance outage on Tumut 3 transformer 2 reducing available transfer capability. Affected generators have been notified via EMMS. The cons...,2024-12-27 02:18:59,,False
355,LOR2,2025-03-18 15:52:05,"LACK OF RESERVE LEVEL 2 NOTICE — VIC1: Directed reserve shortfall. Available capacity 1306 MW, requirement 1460 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-03-18 17:24:05,VIC1,True
356,LOR1,2024-11-28 07:38:06,"LACK OF RESERVE LEVEL 1 NOTICE — SA1: Projected reserve margin is 196 MW, below the LOR1 threshold of 437 MW for the trading interval commencing 07:38 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as con...",2024-11-28 08:05:06,SA1,False
357,LOR3,2025-07-14 14:10:51,LACK OF RESERVE LEVEL 3 — EMERGENCY: NSW1 is experiencing a reserve deficit of 192 MW. AEMO is issuing directions under NER clause 4.8.9 to all available generators in NSW1 and adjacent regions. Load shedding may be required to maintain system security. AEMO is in contact with NSW1 DNSP to coordi...,2025-07-14 15:10:51,NSW1,True
358,LOR2,2025-01-09 13:55:06,LACK OF RESERVE LEVEL 2 — VIC1: AEMO declares LOR2 for 13:55 AEST. Forecast reserve 218 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-01-09 14:14:06,VIC1,True
359,MARKET NOTICE,2025-08-21 20:41:20,INTERCONNECTOR LIMIT REDUCTION — V-S-MNSP1: The transfer capability of V-S-MNSP1 has been reduced to 411 MW in the westward direction from 20:41 AEST until further notice due to network overload protection — South Australia radial supply risk. Constraint set F_MAIN+ML_MR_0600 has been applied. NE...,2025-08-21 21:46:20,,False
360,MARKET NOTICE,2025-05-30 07:47:48,"ADMINISTERED PRICE CAP NOTICE — TAS1: The cumulative price threshold has been breached in TAS1. The Administered Price Cap of $300/MWh will apply from trading interval 07:47 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-05-30 09:07:48,,False
361,MARKET NOTICE,2025-03-13 20:27:18,"ADMINISTERED PRICE CAP NOTICE — SA1: The cumulative price threshold has been breached in SA1. The Administered Price Cap of $300/MWh will apply from trading interval 20:27 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids an...",2025-03-13 21:16:18,,False
362,LOR2,2025-07-21 11:59:27,"LACK OF RESERVE LEVEL 2 NOTICE — NSW1: Directed reserve shortfall. Available capacity 4174 MW, requirement 4279 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-07-21 13:29:27,NSW1,True
363,SYSTEM NORMAL,2024-12-04 09:58:55,SYSTEM NORMAL — QLD1: Reserve conditions have returned to normal levels in QLD1. The LOR2 notice issued at 04:58 AEST on 04 December 2024 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2024-12-04 10:58:55,,False
364,MARKET NOTICE,2025-09-28 07:05:51,INTERCONNECTOR LIMIT REDUCTION — T-V-MNSP1: The transfer capability of T-V-MNSP1 has been reduced to 620 MW in the northward direction from 07:05 AEST until further notice due to vegetation growth reducing conductor-to-ground clearance below statutory limit. Constraint set V^MLTS1-HYTS_E has been...,2025-09-28 07:23:51,,False
365,SYSTEM NORMAL,2025-01-08 18:17:20,SYSTEM NORMAL — SA1: Reserve conditions have returned to normal levels in SA1. The LOR2 notice issued at 16:17 AEST on 08 January 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-01-08 19:15:20,,False
366,MARKET NOTICE,2025-11-13 12:34:01,"MARKET PRICE CAP DECLARATION — SA1: The Regional Reference Price for SA1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 12:34 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8.22...",2025-11-13 14:28:01,,False
367,SYSTEM NORMAL,2025-07-25 07:00:32,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 02:00 AEST on 25 July 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-07-25 07:42:32,,False
368,MARKET NOTICE,2025-05-12 17:04:44,CONSTRAINT ACTIVATION NOTICE: Constraint set S^NIL_PEAK_1530_3 has been activated from 17:04 AEST. The constraint applies to SA1. RHS value: 512 MW. Reason: thermal overload risk on Moorabool-Hazelwood 220kV line. Affected generators have been notified via EMMS. The constraint will remain active ...,2025-05-12 18:48:44,,False
369,SYSTEM NORMAL,2025-11-02 18:22:39,SYSTEM NORMAL — TAS1: Reserve conditions have returned to normal levels in TAS1. The LOR2 notice issued at 12:22 AEST on 02 November 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-11-02 19:00:39,,False
370,SYSTEM NORMAL,2025-02-21 16:35:11,SYSTEM NORMAL — TAS1: Reserve conditions have returned to normal levels in TAS1. The LOR3 notice issued at 12:35 AEST on 21 February 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-02-21 17:52:11,,False
371,SYSTEM NORMAL,2025-05-06 07:44:17,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR1 notice issued at 01:44 AEST on 06 May 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-05-06 08:00:17,,False
372,MARKET NOTICE,2025-01-17 01:24:14,"ADMINISTERED PRICE CAP NOTICE — SA1: The cumulative price threshold has been breached in SA1. The Administered Price Cap of $300/MWh will apply from trading interval 01:24 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids an...",2025-01-17 03:00:14,,False
373,MARKET NOTICE,2024-12-07 15:27:24,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 15:27 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2024-12-07 16:19:24,,False
374,LOR1,2025-10-26 00:57:48,LOR1 DECLARED — SA1: Reserve shortfall forecast for 00:57 AEST. Available generation 3880 MW against requirement 4204 MW. Net shortfall 262 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-10-26 02:15:48,SA1,False
375,MARKET NOTICE,2025-07-22 04:16:30,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 04:16 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-07-22 06:16:30,,False
376,MARKET NOTICE,2025-07-20 06:44:23,CONSTRAINT ACTIVATION NOTICE: Constraint set V^HYTS_MLTS_N has been activated from 06:44 AEST. The constraint applies to NSW1. RHS value: 644 MW. Reason: thermal overload risk on Moorabool-Hazelwood 220kV line. Affected generators have been notified via EMMS. The constraint will remain active unt...,2025-07-20 08:01:23,,False
377,MARKET NOTICE,2024-12-09 11:16:40,"ADMINISTERED PRICE CAP NOTICE — NSW1: The cumulative price threshold has been breached in NSW1. The Administered Price Cap of $300/MWh will apply from trading interval 11:16 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2024-12-09 12:04:40,,False
378,LOR2,2025-03-28 07:55:44,"LACK OF RESERVE LEVEL 2 NOTICE — NSW1: Directed reserve shortfall. Available capacity 2502 MW, requirement 2697 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-03-28 08:38:44,NSW1,True
379,MARKET NOTICE,2025-03-25 15:06:38,"ADMINISTERED PRICE CAP NOTICE — SA1: The cumulative price threshold has been breached in SA1. The Administered Price Cap of $300/MWh will apply from trading interval 15:06 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids an...",2025-03-25 15:19:38,,False
380,MARKET NOTICE,2025-04-15 23:27:24,CONSTRAINT ACTIVATION NOTICE: Constraint set N_X_HYTS_GUN_1 has been activated from 23:27 AEST. The constraint applies to VIC1. RHS value: 682 MW. Reason: vegetation growth reducing conductor-to-ground clearance below statutory limit. Affected generators have been notified via EMMS. The constrain...,2025-04-16 01:12:24,,False
381,MARKET NOTICE,2025-02-12 15:00:44,INTERCONNECTOR LIMIT REDUCTION — NSW1-QLD1: The transfer capability of NSW1-QLD1 has been reduced to 596 MW in the northward direction from 15:00 AEST until further notice due to vegetation growth reducing conductor-to-ground clearance below statutory limit. Constraint set NSW_VIC_LOCAT_1 has bee...,2025-02-12 15:41:44,,False
382,MARKET NOTICE,2025-09-10 07:36:59,"MARKET PRICE CAP DECLARATION — QLD1: The Regional Reference Price for QLD1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 07:36 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2025-09-10 08:12:59,,False
383,SYSTEM NORMAL,2024-12-23 12:21:41,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR3 notice issued at 08:21 AEST on 23 December 2024 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2024-12-23 13:34:41,,False
384,MARKET NOTICE,2024-11-29 16:22:42,INTERCONNECTOR LIMIT REDUCTION — T-V-MNSP1: The transfer capability of T-V-MNSP1 has been reduced to 452 MW in the northward direction from 16:22 AEST until further notice due to frequency control ancillary service shortfall in lower 60-second service. Constraint set Q_PQ_NIL_RADL_1 has been appl...,2024-11-29 16:51:42,,False
385,MARKET NOTICE,2025-07-01 00:25:02,CONSTRAINT ACTIVATION NOTICE: Constraint set Q_PQ_NIL_RADL_1 has been activated from 00:25 AEST. The constraint applies to VIC1. RHS value: 982 MW. Reason: planned works on Snowy 2.0 transmission connection — commissioning phase restriction. Affected generators have been notified via EMMS. The co...,2025-07-01 01:40:02,,False
386,LOR3,2025-07-18 15:09:00,LOR3 EMERGENCY DECLARED — TAS1: Emergency directions issued. Available capacity 4377 MW against minimum requirement 4726 MW. AEMO has contacted all registered participants. Involuntary load shedding 230 MW now active. Situation is being monitored continuously.,2025-07-18 17:07:00,TAS1,True
387,RESERVE NOTICE,2025-05-15 07:41:32,ADVANCE RESERVE NOTICE — SA1: AEMO is advising market participants of forecast tight reserve conditions for trading day 16 May 2025. Forecast demand 6772 MW. Current committed generation 6006 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability withi...,2025-05-15 08:10:32,SA1,False
388,RESERVE NOTICE,2025-11-20 03:23:54,"SUMMER DEMAND RESERVE NOTICE — QLD1: Elevated demand forecast for the period 21 November 2025. Peak demand forecast 10400 MW, representing 14% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated foreca...",2025-11-20 03:59:54,QLD1,False
389,SYSTEM NORMAL,2025-11-02 16:10:54,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR2 notice issued at 11:10 AEST on 02 November 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-11-02 17:55:54,,False
390,MARKET NOTICE,2025-04-20 02:23:38,INTERCONNECTOR LIMIT REDUCTION — V-SA: The transfer capability of V-SA has been reduced to 1233 MW in the westward direction from 02:23 AEST until further notice due to thermal overload risk on Moorabool-Hazelwood 220kV line. Constraint set Q_PQ_NIL_RADL_1 has been applied. NEMDE will observe the...,2025-04-20 04:20:38,,False
391,MARKET NOTICE,2025-08-30 09:58:34,CONSTRAINT ACTIVATION NOTICE: Constraint set V^MLTS1-HYTS_E has been activated from 09:58 AEST. The constraint applies to VIC1. RHS value: 509 MW. Reason: transient stability limit for loss of Loy Yang A unit 4. Affected generators have been notified via EMMS. The constraint will remain active un...,2025-08-30 10:34:34,,False
392,MARKET NOTICE,2025-08-04 09:59:31,INTERCONNECTOR LIMIT REDUCTION — V-S-MNSP1: The transfer capability of V-S-MNSP1 has been reduced to 665 MW in the westward direction from 09:59 AEST until further notice due to network overload protection — South Australia radial supply risk. Constraint set Q^^Q_NIL_PEAK_1530 has been applied. N...,2025-08-04 10:34:31,,False
393,RESERVE NOTICE,2025-05-03 14:31:22,"SUMMER DEMAND RESERVE NOTICE — NSW1: Elevated demand forecast for the period 06 May 2025. Peak demand forecast 11915 MW, representing 21% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts v...",2025-05-03 15:34:22,NSW1,False
394,LOR1,2025-04-09 23:44:43,LOR1 DECLARED — NSW1: Reserve shortfall forecast for 23:44 AEST. Available generation 4901 MW against requirement 5271 MW. Net shortfall 120 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-04-10 00:07:43,NSW1,False
395,LOR1,2025-11-10 15:51:48,"LACK OF RESERVE LEVEL 1 NOTICE — VIC1: Projected reserve margin is 210 MW, below the LOR1 threshold of 384 MW for the trading interval commencing 15:51 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-11-10 16:44:48,VIC1,False
396,MARKET NOTICE,2025-04-17 21:02:16,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 21:02 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-04-17 22:23:16,,False
397,MARKET NOTICE,2025-09-25 04:37:42,"ADMINISTERED PRICE CAP NOTICE — NSW1: The cumulative price threshold has been breached in NSW1. The Administered Price Cap of $300/MWh will apply from trading interval 04:37 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-09-25 05:03:42,,False
398,LOR2,2025-11-04 12:55:45,LACK OF RESERVE LEVEL 2 — VIC1: AEMO declares LOR2 for 12:55 AEST. Forecast reserve 250 MW below threshold. All available FCAS providers must register to bid. AEMO is in contact with large industrial loads regarding voluntary demand response. Interconnector flows being optimised.,2025-11-04 13:50:45,VIC1,True
399,MARKET NOTICE,2025-05-22 13:53:27,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 13:53 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-05-22 15:40:27,,False
400,LOR1,2025-04-10 21:39:04,"LACK OF RESERVE LEVEL 1 NOTICE — VIC1: Projected reserve margin is 311 MW, below the LOR1 threshold of 565 MW for the trading interval commencing 21:39 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-04-10 22:26:04,VIC1,False
401,SYSTEM NORMAL,2025-04-28 13:56:35,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR2 notice issued at 09:56 AEST on 28 April 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-04-28 15:01:35,,False
402,SYSTEM NORMAL,2025-05-15 18:02:32,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR3 notice issued at 15:02 AEST on 15 May 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-05-15 18:54:32,,False
403,LOR1,2025-09-23 00:03:55,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 00:03 AEST. Available generation 2564 MW against requirement 2933 MW. Net shortfall 183 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-09-23 00:27:55,VIC1,False
404,MARKET NOTICE,2025-01-01 12:16:09,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 12:16 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-01-01 12:25:09,,False
405,MARKET NOTICE,2025-01-11 03:39:01,INTERCONNECTOR LIMIT REDUCTION — V-S-MNSP1: The transfer capability of V-S-MNSP1 has been reduced to 622 MW in the westward direction from 03:39 AEST until further notice due to transient stability limit for loss of Loy Yang A unit 4. Constraint set N^^Q_NIL_1 has been applied. NEMDE will observe...,2025-01-11 05:19:01,,False
406,SYSTEM NORMAL,2024-12-16 20:14:38,SYSTEM NORMAL — TAS1: Reserve conditions have returned to normal levels in TAS1. The LOR1 notice issued at 15:14 AEST on 16 December 2024 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2024-12-16 22:02:38,,False
407,SYSTEM NORMAL,2025-01-30 17:47:21,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 15:47 AEST on 30 January 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-01-30 18:50:21,,False
408,SYSTEM NORMAL,2025-01-08 01:57:04,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR1 notice issued at 23:57 AEST on 07 January 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-01-08 03:38:04,,False
409,LOR1,2025-02-27 07:48:53,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 07:48 AEST. Available generation 3854 MW against requirement 3933 MW. Net shortfall 203 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-02-27 08:34:53,VIC1,False
410,MARKET NOTICE,2024-12-22 03:08:50,"MARKET PRICE CAP DECLARATION — NSW1: The Regional Reference Price for NSW1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 03:08 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8....",2024-12-22 04:39:50,,False
411,MARKET NOTICE,2024-12-12 08:32:44,"ADMINISTERED PRICE CAP NOTICE — NSW1: The cumulative price threshold has been breached in NSW1. The Administered Price Cap of $300/MWh will apply from trading interval 08:32 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2024-12-12 10:15:44,,False
412,MARKET NOTICE,2025-05-02 10:25:06,CONSTRAINT ACTIVATION NOTICE: Constraint set N^^Q_NIL_1 has been activated from 10:25 AEST. The constraint applies to QLD1. RHS value: 413 MW. Reason: vegetation growth reducing conductor-to-ground clearance below statutory limit. Affected generators have been notified via EMMS. The constraint wi...,2025-05-02 11:11:06,,False
413,LOR1,2025-04-14 07:08:33,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 07:08 AEST. Available generation 4689 MW against requirement 4988 MW. Net shortfall 249 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-04-14 08:05:33,VIC1,False
414,SYSTEM NORMAL,2025-07-26 17:55:24,SYSTEM NORMAL: All regions operating within normal reserve margins. No directions currently active. The notice issued at 14:55 AEST on 26 July 2025 has been cancelled. AEMO will continue to monitor conditions and will issue further notices if required.,2025-07-26 19:48:24,,False
415,LOR1,2025-07-20 16:38:23,LOR1 DECLARED — VIC1: Reserve shortfall forecast for 16:38 AEST. Available generation 1952 MW against requirement 2134 MW. Net shortfall 304 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-07-20 17:30:23,VIC1,False
416,RESERVE NOTICE,2025-10-03 15:00:40,ADVANCE RESERVE NOTICE — NSW1: AEMO is advising market participants of forecast tight reserve conditions for trading day 04 October 2025. Forecast demand 11476 MW. Current committed generation 10580 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availabilit...,2025-10-03 15:34:40,NSW1,False
417,LOR1,2025-02-04 17:54:28,"LACK OF RESERVE LEVEL 1 NOTICE — VIC1: Projected reserve margin is 242 MW, below the LOR1 threshold of 501 MW for the trading interval commencing 17:54 AEST. Participants are requested to make available any additional capacity. AEMO is monitoring the situation and will issue further notices as co...",2025-02-04 18:25:28,VIC1,False
418,LOR2,2025-07-26 20:15:23,"LACK OF RESERVE LEVEL 2 NOTICE — SA1: Directed reserve shortfall. Available capacity 3438 MW, requirement 3652 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch interv...",2025-07-26 20:30:23,SA1,True
419,MARKET NOTICE,2025-06-24 16:57:19,"ADMINISTERED PRICE CAP NOTICE — QLD1: The cumulative price threshold has been breached in QLD1. The Administered Price Cap of $300/MWh will apply from trading interval 16:57 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-06-24 17:50:19,,False
420,MARKET NOTICE,2025-09-06 05:44:57,INTERCONNECTOR LIMIT REDUCTION — V-S-MNSP1: The transfer capability of V-S-MNSP1 has been reduced to 757 MW in the westward direction from 05:44 AEST until further notice due to voltage stability limit following contingency N-1 on Heywood interconnector. Constraint set V^MLTS1-HYTS_E has been app...,2025-09-06 06:28:57,,False
421,MARKET NOTICE,2025-11-16 19:46:50,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 19:46 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-11-16 20:22:50,,False
422,SYSTEM NORMAL,2025-07-07 15:24:40,SYSTEM NORMAL — NSW1: Reserve conditions have returned to normal levels in NSW1. The LOR1 notice issued at 09:24 AEST on 07 July 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-07-07 16:35:40,,False
423,MARKET NOTICE,2025-03-06 11:27:38,"MARKET PRICE CAP DECLARATION — SA1: The Regional Reference Price for SA1 has reached the Market Price Cap of $15,300/MWh for the dispatch interval ending 11:27 AEST. This is consistent with the dispatch conditions at the time. AEMO reminds participants of their obligations under NER clause 3.8.22...",2025-03-06 13:01:38,,False
424,SYSTEM NORMAL,2025-06-30 05:40:54,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR1 notice issued at 02:40 AEST on 30 June 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-06-30 06:10:54,,False
425,MARKET NOTICE,2025-05-26 14:19:26,INTERCONNECTOR LIMIT REDUCTION — V-SA: The transfer capability of V-SA has been reduced to 1509 MW in the westward direction from 14:19 AEST until further notice due to thermal overload risk on Moorabool-Hazelwood 220kV line. Constraint set V_XEMPT_MAIN+ML has been applied. NEMDE will observe the...,2025-05-26 14:25:26,,False
426,MARKET NOTICE,2025-04-14 23:58:04,CONSTRAINT ACTIVATION NOTICE: Constraint set Q_PQ_NIL_RADL_1 has been activated from 23:58 AEST. The constraint applies to QLD1. RHS value: 1088 MW. Reason: maintenance outage on Tumut 3 transformer 2 reducing available transfer capability. Affected generators have been notified via EMMS. The con...,2025-04-15 00:43:04,,False
427,MARKET NOTICE,2025-08-20 13:37:07,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 13:37 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-08-20 14:29:07,,False
428,MARKET NOTICE,2025-05-29 04:12:15,INTERCONNECTOR LIMIT REDUCTION — V-SA: The transfer capability of V-SA has been reduced to 811 MW in the westward direction from 04:12 AEST until further notice due to bushfire-related pre-emptive constraint — high fire danger in transmission corridor. Constraint set N_X_HYTS_GUN_1 has been appli...,2025-05-29 05:58:15,,False
429,LOR1,2025-09-27 10:54:28,LOR1 DECLARED — TAS1: Reserve shortfall forecast for 10:54 AEST. Available generation 1973 MW against requirement 2192 MW. Net shortfall 110 MW. Demand response providers and semi-scheduled generators requested to maximise output. Direction may be issued if reserve levels deteriorate further.,2025-09-27 12:50:28,TAS1,False
430,LOR3,2025-08-28 07:11:48,LACK OF RESERVE LEVEL 3 — EMERGENCY: SA1 is experiencing a reserve deficit of 376 MW. AEMO is issuing directions under NER clause 4.8.9 to all available generators in SA1 and adjacent regions. Load shedding may be required to maintain system security. AEMO is in contact with SA1 DNSP to coordinat...,2025-08-28 09:10:48,SA1,True
431,LOR3,2025-02-16 19:38:41,LACK OF RESERVE LEVEL 3 — EMERGENCY: QLD1 is experiencing a reserve deficit of 179 MW. AEMO is issuing directions under NER clause 4.8.9 to all available generators in QLD1 and adjacent regions. Load shedding may be required to maintain system security. AEMO is in contact with QLD1 DNSP to coordi...,2025-02-16 19:54:41,QLD1,True
432,MARKET NOTICE,2025-09-27 17:24:28,CONSTRAINT ACTIVATION NOTICE: Constraint set N_X_HYTS_GUN_1 has been activated from 17:24 AEST. The constraint applies to VIC1. RHS value: 346 MW. Reason: thermal overload risk on Moorabool-Hazelwood 220kV line. Affected generators have been notified via EMMS. The constraint will remain active un...,2025-09-27 18:35:28,,False
433,MARKET NOTICE,2025-03-21 23:04:36,"ADMINISTERED PRICE CAP NOTICE — NSW1: The cumulative price threshold has been breached in NSW1. The Administered Price Cap of $300/MWh will apply from trading interval 23:04 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-03-21 23:44:36,,False
434,MARKET NOTICE,2025-10-04 12:27:50,"ADMINISTERED PRICE CAP NOTICE — VIC1: The cumulative price threshold has been breached in VIC1. The Administered Price Cap of $300/MWh will apply from trading interval 12:27 AEST for a period of 7 trading days, or until AEMO advises that the cumulative price threshold is no longer breached. Bids ...",2025-10-04 12:34:50,,False
435,LOR2,2025-08-03 05:37:51,"LACK OF RESERVE LEVEL 2 NOTICE — VIC1: Directed reserve shortfall. Available capacity 3941 MW, requirement 4068 MW. AEMO is directing semi-scheduled generators and will consider emergency directions under clause 4.8.9 of the NER if the situation does not improve within the next two dispatch inter...",2025-08-03 06:38:51,VIC1,True
436,SYSTEM NORMAL,2025-04-09 02:16:54,SYSTEM NORMAL — VIC1: Reserve conditions have returned to normal levels in VIC1. The LOR3 notice issued at 22:16 AEST on 08 April 2025 is hereby cancelled. All directed participants may resume normal bidding. AEMO thanks participants for their response. No further action is required at this time.,2025-04-09 02:27:54,,False
437,RESERVE NOTICE,2025-04-19 09:26:19,"SUMMER DEMAND RESERVE NOTICE — SA1: Elevated demand forecast for the period 23 April 2025. Peak demand forecast 13886 MW, representing 15% above seasonal average. Participants are reminded that additional capacity must be registered and available for dispatch. AEMO will publish updated forecasts ...",2025-04-19 10:18:19,SA1,False
438,RESERVE NOTICE,2025-05-09 09:58:16,ADVANCE RESERVE NOTICE — VIC1: AEMO is advising market participants of forecast tight reserve conditions for trading day 10 May 2025. Forecast demand 12310 MW. Current committed generation 11535 MW. Participants with mothballed or decommissioned units are invited to advise AEMO of availability wi...,2025-05-09 10:15:16,VIC1,False
