work_order_id,asset_id,work_type,priority,status,created_date,completed_date,technician_id,crew_size,description,findings,materials_used,cost_aud,contractor
WO-BC14CB12,a66fc83e-72b2-4b08-a5a9-3b7a3a981345,inspection,P3,cancelled,2024-05-24,,TECH7471,3,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,,No materials consumed — inspection and condition assessment only.,2061.54,False
WO-88298019,926b890e-4668-4d69-b273-9d6ffc5c5ace,inspection,P3,completed,2024-12-10,2025-01-27,TECH1249,1,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,1949.02,True
WO-D9A287D5,c71a88cb-c9a1-4806-b612-9f89e8309c77,inspection,P4,completed,2023-03-05,2023-08-28,TECH7925,1,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,750.04,False
WO-94BF45E4,24408c4c-1c8b-4a11-82a4-b4a880b7b23e,inspection,P2,completed,2025-10-04,2025-10-08,TECH4834,3,Earth testing of transmission tower footings — ensure resistance below 10 Ω per specification.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,2310.6,True
WO-D3008FC8,44df12a5-8232-4d9d-ad5d-9c7504736c47,inspection,P4,completed,2023-09-17,2024-02-07,TECH8699,4,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,OLTC mechanism stiff on positions 3 and 4. Apply approved lubricant — retest confirmed full range of travel.,No materials consumed — inspection and condition assessment only.,2844.61,False
WO-702E8702,dbf9e9dc-63b4-4c12-b393-7b0a375a7dc4,repair,P2,in_progress,2025-06-03,,TECH2886,4,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,10882.16,False
WO-28BFD98A,28ef5569-f9ae-4591-9b39-70f2ec44e64c,repair,P2,completed,2022-11-01,2022-11-08,TECH6392,4,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,"Cross-arm hardwood Class 2, 2.4m (4 off); bolts and washers; galvanised staples.",30597.26,True
WO-99AD47DC,dba4b93c-f29a-40ae-aeb8-2fd8a22e4eb3,inspection,P4,in_progress,2024-06-26,,TECH3411,4,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,3326.73,False
WO-1DAAF346,39c88435-fe2f-4ef9-80a8-274e48f8bed9,repair,P3,completed,2024-08-04,2024-09-06,TECH2049,2,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,11565.9,False
WO-ABE7E107,4ae931ac-5418-4f01-a11a-d5f48e07765b,inspection,P3,completed,2023-11-26,2024-01-06,TECH4193,2,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,3052.74,False
WO-4FAFFF36,e6ae811a-ad88-4f87-9b44-c63a623ed1b3,emergency,P1,completed,2024-09-06,2024-09-06,TECH3697,3,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,71167.47,True
WO-4D52FD1B,e0a45148-a291-4b20-a716-572819998f91,repair,P3,completed,2025-09-08,2025-09-22,TECH2273,2,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,No materials consumed — inspection and condition assessment only.,8672.22,False
WO-0A137DD5,b8444e94-147a-4a5c-9ed8-5e6b5c7743e7,repair,P4,completed,2024-05-03,2024-10-11,TECH9776,2,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,9537.09,False
WO-F5198293,2afdccf6-2402-44ca-b88e-7036ba3facd8,repair,P1,completed,2024-02-03,2024-02-05,TECH9296,1,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",2693.74,False
WO-34049A08,aa4175a7-b7dd-4a62-a278-6e0f329d8b38,repair,P2,completed,2025-10-04,2025-10-12,TECH9954,3,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,6495.82,False
WO-9B70C6FD,fe91f1f5-d150-43f6-9c0a-7a25631c4688,inspection,P3,completed,2024-04-04,2024-04-22,TECH9109,4,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,1753.61,True
WO-FEE7882B,1ec1eb2b-141f-4c79-92f4-f4b39986f0b2,repair,P3,completed,2023-03-26,2023-04-27,TECH4762,5,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,36966.74,False
WO-7A88EA4A,8dfa98e3-1f3b-485e-a0da-809b5c2d3a2b,inspection,P3,completed,2024-12-04,2024-12-29,TECH6262,2,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,1404.41,False
WO-94434D7C,169bacc6-7b1f-424a-a795-89fe59cdbc22,inspection,P3,completed,2022-09-20,2022-09-25,TECH1909,5,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,No materials consumed — inspection and condition assessment only.,5474.2,True
WO-D7ED118C,caaf0df3-d12d-42c1-b828-eab4125605b8,inspection,P2,completed,2023-12-04,2023-12-05,TECH3405,3,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,2164.21,False
WO-40308F97,ec390fcf-2ecc-4478-bb53-59d0b5a4cb81,repair,P2,completed,2025-09-25,2025-09-29,TECH4151,2,Scheduled oil sampling and dissolved gas analysis (DGA) on 33kV power transformer. Results pending laboratory analysis.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,4788.23,False
WO-B2C8D61B,1b0f4488-167e-476c-b791-cbbabb5ea54a,emergency,P2,completed,2025-09-14,2025-09-20,TECH6310,5,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",All connections within specification. No evidence of partial discharge or tracking on insulators.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,176750.3,False
WO-E45D3701,ac3f34cd-f599-4f9e-b58d-327a00f92cfd,replacement,P2,in_progress,2025-01-17,,TECH6263,4,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,50454.64,False
WO-17206CA8,7b1723d4-68e1-4bcb-8b66-eeeb9953834e,emergency,P1,completed,2024-03-23,2024-03-25,TECH7744,2,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",63052.74,True
WO-D47D8884,4e0e0813-7712-4e83-bc33-5bed5ffb940c,replacement,P2,in_progress,2024-12-23,,TECH9105,4,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,104174.52,False
WO-255D0DA7,f04fc705-83e5-489e-a0e6-415555aa9fc6,inspection,P4,in_progress,2025-08-04,,TECH9544,2,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,1571.89,True
WO-340FA982,c6e3f779-c4e5-48aa-829d-79673a41a940,emergency,P2,completed,2024-04-05,2024-04-15,TECH1854,2,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,60440.34,False
WO-F54CA99B,926b890e-4668-4d69-b273-9d6ffc5c5ace,repair,P3,completed,2025-02-04,2025-02-13,TECH5222,1,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",2546.79,True
WO-C10BFBFB,615a2314-5584-44ad-b11f-67a654192e48,inspection,P4,in_progress,2025-11-11,,TECH4811,3,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,7732.86,False
WO-C5749FD1,bae05562-bb23-43aa-9d8b-4d1d1182661c,inspection,P3,completed,2022-07-20,2022-08-27,TECH8615,4,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,3816.0,False
WO-E50A96E5,4bcf487a-37a2-4af8-8d77-53d36118cb55,inspection,P4,completed,2024-08-09,2024-10-11,TECH3280,3,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,No materials consumed — inspection and condition assessment only.,3280.38,True
WO-87687003,6bc283e5-7683-4ba9-8d02-fc50e86797f8,emergency,P2,completed,2024-07-24,2024-07-24,TECH6221,2,Reconductor 2.5 km section of rural feeder — upgrade to larger conductor size to improve voltage regulation.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,72655.09,True
WO-EB233163,66b344e5-dd3c-4053-82b5-597575abfe3a,emergency,P1,completed,2023-02-23,2023-02-25,TECH3633,2,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,47292.54,False
