report_id,report_type,reporting_period,region,jurisdiction,submission_date,submitted_by,status,report_content,compliance_status
RPT-315BCD9E,AER_performance,FY2425,SA,SA,2025-09-11,A.Vasquez@network.com.au,accepted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $110.6M (approved allowance: $131.7M). Operating expenditure: $190.5M (approved allowance: $215.8M). Network reliability: SAIDI 69.18 min (target 127.5 min), SAIFI 1.0004 (target 1.3948). Customer complaints: 1974 (prior year: 2774). Demand-side participation programme enrolled 5,155 customers, reducing peak demand by 33.1 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-212188E2,SAIFI_annual,FY2425,NSW,NSW,2025-02-22,A.Vasquez@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.0441 interruptions per customer. Regulatory target: 127.2000 interruptions per customer. Status: within. Total customer-interruptions recorded: 127,681. Frequency performance improvement of 6.4% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-95B2A90B,SAIFI_annual,FY2526,QLD,QLD,2025-08-19,A.Vasquez@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2526. System Average Interruption Frequency Index: 1.7380 interruptions per customer. Regulatory target: 123.5000 interruptions per customer. Status: within. Total customer-interruptions recorded: 169,113. Frequency performance improvement of -0.9% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",non_compliant
RPT-D72453D1,SAIDI_monthly,2025-05,SA,SA,2025-07-07,D.O'Brien@regulation.com.au,rejected,"Monthly SAIDI Performance Report — 2025-05. Total System Average Interruption Duration Index for the reporting period: 34.32 minutes. Target threshold per Distribution Licence Condition 7.3: 84.5 minutes. Performance is within target. Major contributing event categories: equipment failure (29%), weather-related (35%), vegetation (36%). Three significant outage events contributed 30% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-SA and F83-SA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",non_compliant
RPT-A75E8F02,AER_performance,FY2425,QLD,QLD,2025-03-11,S.Mehta@regulation.com.au,accepted,"AER Annual Performance Report — FY2425. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $167.9M (approved allowance: $192.8M). Operating expenditure: $60.9M (approved allowance: $59.8M). Network reliability: SAIDI 112.42 min (target 139.9 min), SAIFI 0.9592 (target 1.6817). Customer complaints: 2824 (prior year: 2649). Demand-side participation programme enrolled 1,028 customers, reducing peak demand by 62.7 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-E2DB52F1,SAIDI_monthly,2024-01,SA,SA,2025-12-02,A.Vasquez@network.com.au,accepted,"Monthly SAIDI Performance Report — 2024-01. Total System Average Interruption Duration Index for the reporting period: 84.02 minutes. Target threshold per Distribution Licence Condition 7.3: 131.5 minutes. Performance is within target. Major contributing event categories: equipment failure (34%), weather-related (26%), vegetation (40%). Three significant outage events contributed 33% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-SA and F83-SA. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-6F2252BF,SAIDI_monthly,2022-11,NSW,NSW,2023-02-10,F.Nakamura@corp.com.au,rejected,"Monthly SAIDI Performance Report — 2022-11. Total System Average Interruption Duration Index for the reporting period: 27.07 minutes. Target threshold per Distribution Licence Condition 7.3: 107.1 minutes. Performance is within target. Major contributing event categories: equipment failure (39%), weather-related (40%), vegetation (21%). Three significant outage events contributed 45% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-NSW and F83-NSW. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",non_compliant
RPT-53F98C54,SAIFI_annual,FY2425,NSW,NSW,2026-01-14,A.Vasquez@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 0.5219 interruptions per customer. Regulatory target: 86.0000 interruptions per customer. Status: exceeding. Total customer-interruptions recorded: 55,682. Frequency performance improvement of 5.2% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-E5AECB10,AEMO_market,Q2-2025,WA,AEMO,2025-11-21,C.Williamson@regulation.com.au,accepted,"AEMO Market Operations Report — Q2-2025. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4303.1 GWh. Demand response activations: 8 events, total volume 351.8 MWh. Frequency performance: 99.6% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 3. Causer pays liability for period: $141,877. Market systems availability: 99.02%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-FFAAC431,ESC_compliance,Q2-2022,VIC,VIC,2025-04-19,J.Thornton@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1710. Complaints resolved within 10 business days: 87%. Unplanned interruptions — guaranteed service levels met: 96%. GSL payments made: 166 totalling $11,136. Wrongful disconnection events: 4. Hardship programme enrolments: 4,861. Planned interruption notice compliance: 95% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",non_compliant
RPT-269282EA,ESC_compliance,Q1-2024,VIC,VIC,2024-12-28,S.Mehta@regulation.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q1-2024. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1746. Complaints resolved within 10 business days: 93%. Unplanned interruptions — guaranteed service levels met: 97%. GSL payments made: 28 totalling $47,658. Wrongful disconnection events: 2. Hardship programme enrolments: 2,819. Planned interruption notice compliance: 99% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-F2310212,AEMO_market,Q4-2022,QLD,AEMO,2025-07-17,S.Mehta@regulation.com.au,accepted,"AEMO Market Operations Report — Q4-2022. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 4991.7 GWh. Demand response activations: 7 events, total volume 39.6 MWh. Frequency performance: 97.4% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 1. Causer pays liability for period: $195,187. Market systems availability: 99.51%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-2B92711C,SAIFI_annual,FY2526,WA,WA,2025-12-30,J.Thornton@network.com.au,draft,"Annual SAIFI Performance Summary — Financial Year FY2526. System Average Interruption Frequency Index: 1.1289 interruptions per customer. Regulatory target: 86.3000 interruptions per customer. Status: exceeding. Total customer-interruptions recorded: 17,525. Frequency performance improvement of 9.5% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-68EA42E5,ESC_compliance,Q3-2022,VIC,VIC,2025-07-20,C.Williamson@regulation.com.au,rejected,"Energy and Water Ombudsman / ESC Compliance Report — Q3-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 1151. Complaints resolved within 10 business days: 93%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 151 totalling $6,428. Wrongful disconnection events: 10. Hardship programme enrolments: 3,110. Planned interruption notice compliance: 92% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",non_compliant
RPT-127B3A16,SAIFI_annual,FY2324,SA,SA,2025-04-03,D.O'Brien@regulation.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2324. System Average Interruption Frequency Index: 1.2568 interruptions per customer. Regulatory target: 139.6000 interruptions per customer. Status: within. Total customer-interruptions recorded: 22,126. Frequency performance improvement of 10.9% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
